frame	time_ns	whole_protein_backbone_rmsd_nm	chain_A_backbone_rmsd_global_fit_nm	chain_B_backbone_rmsd_global_fit_nm	chain_A_backbone_rmsd_self_fit_nm	chain_B_backbone_rmsd_self_fit_nm	interface_min_heavy_distance_nm	interface_heavy_atom_contact_pairs_le_0_40_nm	interface_heavy_atom_contact_pairs_le_0_50_nm	interface_residue_contact_pairs_le_0_40_nm	interface_residue_contact_pairs_le_0_50_nm	chain_A_B_com_distance_nm	protein_radius_of_gyration_nm	butin_heavy_rmsd_after_protein_fit_nm	protein_butin_min_heavy_distance_nm	protein_butin_heavy_contact_pairs_le_0_40_nm	pocket_butin_min_heavy_distance_nm	pocket_occupied_le_0_50_nm	pocket_occupied_le_0_40_nm	pocket_butin_com_distance_nm	interface_hydrogen_bond_count	chain_A_sasa_nm2	chain_B_sasa_nm2	protein_AB_sasa_nm2	interface_buried_sasa_total_loss_nm2	interface_buried_sasa_per_side_nm2	protein_butin_hydrogen_bond_count	protein_butin_surface_sasa_nm2	butin_sasa_nm2
5666	56.66	0.1932673170054079	0.1666166346211664	0.2156626985656899	0.1333376913488843	0.1871309495031961	0.2621238972832724	95	361	29	48	2.12739804652888	1.766343500264386	0.2356228486066789	0.2953880798225137	45	0.3084428018243123	1	1	0.3683227140350973	13.0	68.62	72.182	115.646	25.15600000000002	12.57800000000001	0.0	113.59	0.067
5667	56.67	0.19322050293378	0.1673052326033866	0.2150708564151461	0.1384559746789684	0.179326414793058	0.2649790900735299	95	346	28	48	2.1388918515050626	1.771387639478088	0.2349167990997916	0.2599967495214245	58	0.2599967495214245	1	1	0.3908953938683003	14.0	68.029	72.979	115.946	25.061999999999983	12.530999999999992	1.0	114.162	0.06
5668	56.68	0.1912063159618193	0.1467255380595737	0.2256384392325673	0.1284926101749982	0.2040464712798004	0.2520367115333747	89	349	29	49	2.1438123780916847	1.7797632455690902	0.2137301239956504	0.2943634859552629	56	0.2943634859552629	1	1	0.3646453680582309	19.0	68.194	73.117	115.078	26.233000000000004	13.116500000000002	2.0	112.948	0.027
5669	56.69	0.1994103088322935	0.1639275994475159	0.2281986928954156	0.1441888105100929	0.1998159197454709	0.2639598750058559	109	389	33	49	2.131229651052956	1.7747078850639564	0.2581689332190038	0.2868957218214887	41	0.2868957218214887	1	1	0.3962301784274268	14.0	66.691	70.749	111.915	25.52499999999999	12.762499999999996	1.0	109.761	0.033
5670	56.7	0.1926528607534215	0.1669526920068002	0.2143357309310543	0.1316266410925222	0.1769256113289872	0.2619556029243096	104	376	30	48	2.107515290937091	1.7603052871630465	0.2323555086794569	0.293607686233383	52	0.293607686233383	1	1	0.3988975910574652	16.0	66.853	70.663	113.142	24.373999999999995	12.186999999999998	1.0	111.256	0.0
5671	56.71	0.1886054983981426	0.1683788503404071	0.2060743664293884	0.1342418705346896	0.1812229620251153	0.2654278557264992	101	383	33	46	2.110794664459982	1.768209286589475	0.253904931670834	0.2679352216110661	59	0.2679352216110661	1	1	0.4152746033476096	16.0	66.182	72.481	114.437	24.226000000000013	12.113000000000008	1.0	112.756	0.06
5672	56.72	0.1800174072533601	0.151406991727149	0.20361818890502	0.1246785374516238	0.185366040948966	0.2738561237738049	110	389	32	49	2.1275805962595333	1.772198425434634	0.2420273193224419	0.3147784814769817	53	0.3149766100337342	1	1	0.3725690542108519	14.0	68.656	71.949	115.694	24.911000000000016	12.455500000000008	1.0	113.317	0.0
5673	56.73	0.1938648083702854	0.1635876633631696	0.2189008850092324	0.1296005291001505	0.1941065665049049	0.2592700429297104	99	368	33	45	2.1218969569855566	1.7697940747328034	0.2412965388840425	0.2850847509069666	42	0.2850847509069666	1	1	0.3785897152670713	14.0	68.149	71.745	115.283	24.611000000000004	12.305500000000002	1.0	112.955	0.0
5674	56.74	0.1993575131595135	0.1655500944311938	0.2269868849491011	0.1326769211244288	0.2023044660915767	0.2537304914600063	106	375	31	44	2.13151445508295	1.7697905629443105	0.2771067647708364	0.2623902175436896	57	0.2623902175436896	1	1	0.4421927255239792	17.0	68.462	71.274	115.764	23.971999999999998	11.985999999999995	1.0	113.871	0.087
5675	56.75	0.1969597296223897	0.1627455199925767	0.224821137239123	0.1345150683802227	0.2095429779484908	0.2705201005414837	97	355	27	49	2.130265345408916	1.7710780724353403	0.2585620425914132	0.2832342685981904	58	0.2832342685981904	1	1	0.4107856854598484	17.0	68.394	73.159	116.8	24.753	12.3765	1.0	115.227	0.033
5676	56.76	0.1779546027700663	0.1479406942623594	0.2025034183886847	0.1318467638749572	0.1933219530812021	0.2650356180670706	89	344	30	42	2.156852207605888	1.7818399845657804	0.2479640300047908	0.2832050672754326	55	0.2832050672754326	1	1	0.4111534192952288	15.0	67.462	72.32	116.12	23.661999999999978	11.830999999999989	2.0	114.171	0.033
5677	56.77	0.1834246066434708	0.1490255191497775	0.2111025110645506	0.1243330757530608	0.1999041951630092	0.2532107035427883	100	360	29	45	2.138554904426265	1.7722306447022411	0.2533801352748529	0.2788077636108153	74	0.2788077636108153	1	1	0.4026145428846868	12.0	66.187	72.136	114.003	24.31999999999998	12.15999999999999	2.0	112.444	0.06
5678	56.78	0.1911299275380971	0.1613044847798857	0.2157952761589638	0.1428421442304325	0.2039701215401821	0.2668143303899691	108	375	32	48	2.130606554388748	1.7705299123392564	0.1873345440941704	0.2694076234130893	49	0.2694076234130893	1	1	0.3496369605585337	14.0	69.61	70.088	115.148	24.549999999999983	12.274999999999991	1.0	113.007	0.0
5679	56.79	0.1989216580375351	0.1640294127732463	0.2272933295167801	0.1325938184633212	0.206038110038437	0.2620485559874786	103	350	32	50	2.129372375363946	1.7711897309201607	0.2578458295722782	0.2835097237275121	53	0.2835097237275121	1	1	0.4089555575881974	14.0	66.38	71.458	113.98	23.85799999999999	11.928999999999997	1.0	111.992	0.033
5680	56.8	0.1946122404683618	0.1631058096461171	0.2205346245189356	0.138069336531754	0.2018300770024046	0.2739599679172891	86	358	29	48	2.121660103367141	1.7707661563496675	0.2061579666969033	0.278023308754249	46	0.278023308754249	1	1	0.3726151741995033	16.0	67.937	71.325	114.662	24.599999999999994	12.299999999999995	1.0	112.675	0.0
5681	56.81	0.198655373947755	0.1752504737156303	0.2186780677410882	0.1364104145321201	0.1993048304564736	0.2629000416511638	111	351	29	46	2.127704140839009	1.7749809344219798	0.2089985166788272	0.2851909185208106	58	0.2851909185208106	1	1	0.3678158297751169	12.0	68.578	73.23	117.71	24.098	12.049	2.0	115.841	0.033
5682	56.82	0.1991066968362907	0.1703897898688018	0.2231036311655107	0.1393252000163664	0.203865845781012	0.2542317501555784	93	333	25	44	2.148089712588249	1.7805938259105425	0.227317798998664	0.2858607913606591	46	0.2858607913606591	1	1	0.3781888754432961	14.0	68.769	71.033	114.979	24.82300000000002	12.41150000000001	1.0	113.026	0.033
5683	56.83	0.1984311324435379	0.1717900325832643	0.2208907574183761	0.1403764273462191	0.1980596078522044	0.2507006260102276	91	338	30	44	2.1484817469627804	1.7748172923398915	0.2426219638072891	0.2891649195783065	65	0.2891649195783065	1	1	0.3804658625842497	13.0	68.078	71.646	115.166	24.557999999999996	12.278999999999996	2.0	113.535	0.033
5684	56.84	0.1909170708403859	0.153521780964802	0.2207899707069648	0.1425250289102103	0.2026188295375787	0.2663138776652541	73	324	28	43	2.139965026384142	1.7727735325812872	0.1962653392471151	0.2707563591585474	64	0.2707563591585474	1	1	0.3566503939304103	14.0	67.846	69.962	114.321	23.486999999999995	11.743499999999996	2.0	112.552	0.033
5685	56.85	0.2029340187562131	0.1651660644318185	0.2333601418896707	0.1545079586125543	0.2175240847455249	0.274623336829161	89	335	32	45	2.1616849944851824	1.7832206181286565	0.2228982298733373	0.288669424485575	66	0.288669424485575	1	1	0.3579033182314691	13.0	68.77	70.07	113.491	25.348999999999972	12.674499999999988	3.0	111.863	0.0
5686	56.86	0.1878903713567326	0.1455723033142491	0.22085560880887	0.1290597619928735	0.206790813279151	0.2663261877496618	89	350	29	46	2.130808623241997	1.772857488026818	0.1983138868471373	0.3010483640851413	69	0.3010483640851413	1	1	0.3427298777416688	13.0	68.551	71.109	113.073	26.587000000000003	13.293500000000002	2.0	111.162	0.033
5687	56.87	0.1933720084188686	0.1604351218226393	0.2202724003888513	0.141195102188233	0.2052959857368569	0.2769854162854319	88	320	23	43	2.141121137285153	1.7728555902067469	0.2083860461395718	0.2713760021383045	55	0.2713760021383045	1	1	0.3519507218839944	13.0	67.399	70.846	112.668	25.577	12.7885	2.0	110.942	0.0
5688	56.88	0.1887670342275005	0.1507092147954938	0.2190192586659611	0.1271103028146674	0.2080450838214383	0.2671817828864044	85	334	28	47	2.138150087682494	1.7758575679007216	0.2650439087980333	0.265670930673849	61	0.2893960178225186	1	1	0.3576217118349357	13.0	68.125	71.944	113.974	26.095000000000013	13.047500000000008	2.0	111.836	0.027
5689	56.89	0.1976460970980377	0.1597389928088202	0.2280346273612409	0.1363309136182634	0.2073056160166123	0.2648820596625593	84	326	26	45	2.134040444824697	1.7771530637009805	0.2979310047493676	0.2913613406747363	59	0.2913613406747363	1	1	0.4537769806535009	14.0	69.675	71.66	117.129	24.20599999999997	12.102999999999987	1.0	114.763	0.087
5690	56.9	0.1902057444489907	0.1514504761089872	0.2209556898771138	0.127322124552331	0.2043140110033993	0.258643835374858	100	348	27	48	2.125987844131813	1.7738022218396812	0.2116801910535349	0.2745614213463175	55	0.2745614213463175	1	1	0.3778278351469359	13.0	67.245	71.22	112.778	25.687	12.8435	1.0	110.922	0.033
5691	56.91	0.2106119644206317	0.17031304391019	0.2429304937742148	0.1300056537163923	0.2226453412445568	0.2601311359495114	66	310	22	48	2.136964234713359	1.7772685362028522	0.2382190952102146	0.2825988560536511	65	0.2825988560536511	1	1	0.3877563016136577	12.0	67.025	72.026	114.851	24.19999999999999	12.099999999999994	1.0	112.977	0.0
5692	56.92	0.2021667403510716	0.1627348435336397	0.23368899635713	0.1338913797147129	0.2148925336859924	0.2611010020302682	94	354	31	47	2.152681284389337	1.783020895171998	0.2279625789543183	0.2941307729491033	58	0.2941307729491033	1	1	0.3792899282688419	9.0	67.033	73.723	115.9	24.855999999999995	12.427999999999995	2.0	113.772	0.0
5693	56.93	0.2140437547402567	0.1734118548169732	0.2466719257967203	0.1365766925770241	0.2235301430433541	0.2772090224788058	79	349	26	50	2.129258555283692	1.773119686328299	0.2260489389055799	0.2952110275148462	52	0.2952110275148462	1	1	0.3809281081631124	10.0	68.915	72.512	116.486	24.941000000000017	12.470500000000008	2.0	114.467	0.033
5694	56.94	0.1937418552175949	0.1491821012440133	0.2283126019261148	0.1247945397497091	0.2118007371375173	0.2768077581822339	92	389	28	54	2.1175708911162503	1.770330335147645	0.2367272671535344	0.3015346865507957	43	0.3015346865507957	1	1	0.3819680390338401	13.0	67.938	72.911	115.157	25.691999999999997	12.845999999999997	1.0	112.846	0.067
5695	56.95	0.1916642437650493	0.1445981046287206	0.227699879137868	0.1274681756189293	0.2179758796844775	0.2769041188380576	100	375	29	48	2.1215201427548704	1.765531577770424	0.174732197364773	0.3051193896777967	60	0.3051193896777967	1	1	0.3366961938935492	12.0	68.902	72.181	115.679	25.404	12.701999999999998	2.0	113.958	0.0
5696	56.96	0.2007574573614826	0.1638141856629746	0.2305731307959681	0.1336813897167224	0.2153534892446509	0.2640623162059746	86	389	31	50	2.107053879385068	1.761788277068105	0.200788520328368	0.2952587454898666	60	0.2952587454898666	1	1	0.355949122303527	12.0	67.355	72.903	114.138	26.120000000000005	13.060000000000002	1.0	112.107	0.027
5697	56.97	0.1967875106946513	0.1632044810301613	0.2242078037268965	0.1305913047772069	0.2069014056287157	0.2748323845949998	89	357	27	49	2.118317403968171	1.768936371850381	0.2358191308103152	0.2852286097057734	60	0.2852286097057734	1	1	0.3800281640895284	10.0	68.143	72.694	116.427	24.409999999999982	12.204999999999991	1.0	114.336	0.027
5698	56.98	0.1800286452437069	0.1470691885706772	0.2066508035857187	0.1271666947248623	0.1889497971823512	0.2596152692397055	99	380	32	48	2.1318433062530886	1.7717036938995374	0.2283731553076062	0.2635107290605201	57	0.2635107290605201	1	1	0.3620509646122107	12.0	68.203	72.692	115.309	25.585999999999984	12.792999999999992	1.0	113.523	0.033
5699	56.99	0.1695566628126966	0.1411052007512665	0.1928450257385325	0.1320551443050628	0.1782847954974388	0.2636930830921187	87	358	25	48	2.1379087845173324	1.7739088128734568	0.2023733727405912	0.3086437691046113	54	0.3086437691046113	1	1	0.3400763180225243	12.0	66.311	71.908	114.031	24.187999999999988	12.093999999999994	1.0	111.891	0.067
5700	57.0	0.1592361709815008	0.1373387292929465	0.1776434531142298	0.1210748687684852	0.1638801007040983	0.2643994106551647	107	360	29	47	2.1295172139186724	1.7727378357613648	0.183599688005087	0.2770010019520148	61	0.2770010019520148	1	1	0.3423932419810874	12.0	68.552	74.85	118.947	24.454999999999984	12.227499999999992	1.0	116.989	0.0
5701	57.01	0.1619190854441128	0.1483707647434592	0.1738732412349262	0.1303382728650737	0.1610694090150037	0.2631862629281818	103	394	29	49	2.123119813533708	1.7713494077887255	0.2534109166878122	0.2809290074796721	49	0.2809290074796721	1	1	0.4041920263929914	10.0	68.583	75.285	118.884	24.983999999999995	12.491999999999996	1.0	116.855	0.0
5702	57.02	0.1650106565744491	0.1584158511883666	0.1710706188399758	0.1416158800938848	0.1528040210323306	0.2689275376439421	104	385	29	49	2.138343825692987	1.7750604438279265	0.221172249235083	0.2981079543717708	56	0.2981079543717708	1	1	0.3747013821132265	11.0	68.956	74.221	119.286	23.89100000000002	11.94550000000001	1.0	117.516	0.0
5703	57.03	0.1496794615045867	0.1345220346289025	0.1628410979283108	0.1253277177448226	0.1569342762830801	0.2621161524071349	105	381	33	52	2.146440469628007	1.7741302108301409	0.1785094409014938	0.2821716425435921	48	0.2821716425435921	1	1	0.3374532226637132	13.0	68.174	72.049	115.615	24.60800000000002	12.30400000000001	1.0	113.601	0.027
5704	57.04	0.1550659523342549	0.1453657876116636	0.1637929139503699	0.1357430678426971	0.1603855454163672	0.2613983521916002	90	370	26	50	2.1456201250832745	1.7733996784776562	0.204224108658907	0.3117389998432253	57	0.3117389998432253	1	1	0.3497544571799408	13.0	67.049	72.003	115.951	23.101000000000028	11.550500000000014	1.0	114.071	0.033
5705	57.05	0.1540940526711265	0.1464482848241749	0.1610562398253405	0.1327427579258874	0.1553994063827461	0.2661162783548022	115	393	36	45	2.135000031414985	1.769858171935607	0.1954427452773488	0.2968245862940665	55	0.2968245862940665	1	1	0.3528032867577597	17.0	67.684	73.539	116.552	24.671000000000006	12.335500000000003	1.0	114.757	0.027
5706	57.06	0.1591265139820719	0.1435932712392424	0.172659136801975	0.1320674829298393	0.15827651013968	0.2597014322190482	109	391	30	52	2.1357699983015483	1.7690001455665354	0.2409855926269905	0.2822922785203346	67	0.2822922785203346	1	1	0.392450888530483	14.0	66.744	72.848	115.051	24.540999999999983	12.270499999999991	1.0	113.175	0.0
5707	57.07	0.159764941981736	0.1556553251568609	0.1635926996778091	0.1388748687419671	0.1494721890012599	0.2715454399728388	92	355	29	48	2.149933526048986	1.7750980248700916	0.2457349016394421	0.2839745822873739	56	0.2839745822873739	1	1	0.387135763103018	11.0	68.218	73.028	117.628	23.61800000000001	11.809000000000005	2.0	115.715	0.0
5708	57.08	0.1512273092707868	0.1550388267518929	0.1474959723545688	0.1434526870116263	0.1388335456472381	0.2482260872360527	83	378	24	48	2.157932437637643	1.7776114648636772	0.2889008545984789	0.2970692248631964	54	0.2970692248631964	1	1	0.4400832307885982	11.0	67.045	73.569	115.714	24.90000000000001	12.450000000000005	1.0	114.012	0.0
5709	57.09	0.1447924896371409	0.158533585411517	0.1303265339013115	0.1436719767204371	0.1224426007630418	0.2688063325977893	84	350	29	46	2.1395981357106675	1.7704095660175316	0.2060619298747366	0.2774893690087731	57	0.2774893690087731	1	1	0.3724208229841444	13.0	66.691	72.237	115.355	23.572999999999997	11.786499999999997	1.0	113.664	0.0
5710	57.1	0.1506143283364211	0.1602407276988534	0.1408096542348945	0.1332693374368321	0.1253799842561972	0.2716043212176026	107	366	31	49	2.1365925149250624	1.7757593126313218	0.2634689260456872	0.2756466700133086	62	0.2756466700133086	1	1	0.4146114864624796	14.0	66.728	73.872	116.618	23.982	11.991	2.0	115.01	0.0
5711	57.11	0.1606562706928455	0.1672692753948256	0.1540771498818424	0.1361778162187286	0.1235132698881791	0.2575785498942162	101	371	26	49	2.144135892537028	1.7737242122464754	0.2350630283713561	0.2739379504287388	57	0.2739379504287388	1	1	0.3813515805921253	15.0	65.41	73.516	117.415	21.51099999999998	10.75549999999999	1.0	115.351	0.027
5712	57.12	0.1555253308371848	0.1663015581625145	0.144487443275854	0.1315434687532153	0.1135115602373458	0.2662722916687224	104	366	31	48	2.144139536191078	1.776110497127415	0.2925370445443181	0.2777662096910926	52	0.2777662096910926	1	1	0.4291564567513431	12.0	66.73	72.654	116.685	22.69900000000001	11.349500000000006	1.0	114.658	0.0
5713	57.13	0.1634292916131388	0.1710553211312787	0.1557995623396319	0.137732459394705	0.1224946957718753	0.264833753103671	96	335	27	47	2.139948194380032	1.7719000948501282	0.2909672948876599	0.2802373455373061	61	0.2802373455373061	1	1	0.4261455103798898	14.0	67.465	72.877	118.861	21.48099999999998	10.74049999999999	1.0	116.871	0.027
5714	57.14	0.1694804255569654	0.1808553320243392	0.1578559138124517	0.1363076110630624	0.1216556161600322	0.2595021598221192	83	348	29	50	2.1479594888174964	1.7735742004777133	0.2747946735847998	0.2902240232765977	64	0.2902240232765977	1	1	0.4113040357800275	15.0	67.238	72.951	117.506	22.682999999999996	11.341499999999996	1.0	115.534	0.0
5715	57.15	0.1544413401779087	0.1562235711003523	0.1527201611814728	0.1304640858768452	0.1256939026180673	0.2693067182936671	97	374	26	51	2.146771102882523	1.7761668243923037	0.240649374875232	0.2899479195522557	55	0.2899479195522557	1	1	0.3886569741415082	15.0	68.434	72.362	117.177	23.618999999999986	11.809499999999993	1.0	115.308	0.0
5716	57.16	0.156407899079206	0.1637874501139245	0.1490208377406963	0.1345887594011416	0.1172325737367873	0.2598325611053317	77	331	26	48	2.1572489945074382	1.7746412731733052	0.2537199277788852	0.2999898483811337	62	0.2999898483811337	1	1	0.3697872043177738	13.0	66.469	73.272	116.455	23.285999999999987	11.642999999999994	1.0	114.892	0.0
5717	57.17	0.1620396644501334	0.1680895248891769	0.1560441795754076	0.1377223949281351	0.1296596178097334	0.2555504884438621	103	352	26	51	2.1954498698262723	1.7948310316479632	0.3041870025719229	0.2820683465615636	55	0.2820683465615636	1	1	0.4242053794875524	16.0	68.079	73.909	119.467	22.521	11.2605	1.0	117.407	0.0
5718	57.18	0.155492265807554	0.169008068098754	0.1413858925149902	0.1400981130319445	0.1189005907325518	0.2690593093961085	100	361	27	50	2.152857648815031	1.7771457532214563	0.2430894724027928	0.2740275780471033	64	0.2740275780471033	1	1	0.3733239439727872	11.0	67.539	72.694	118.34	21.893	10.9465	1.0	116.475	0.033
5719	57.19	0.1554855293562381	0.1688858814067898	0.1415107685501298	0.1415228987901185	0.1190075527694998	0.2617271420549441	98	370	30	50	2.151958524672379	1.7776038831022507	0.2565434071520874	0.2784714051659169	62	0.2784714051659169	1	1	0.3887005814544185	15.0	68.279	73.057	117.097	24.23900000000002	12.11950000000001	1.0	114.998	0.0
5720	57.2	0.1574018491564907	0.1730012743567168	0.1409039885807577	0.1444003675365807	0.1156809422278647	0.2537873199071019	107	387	30	51	2.134526913972592	1.773825124804641	0.2083780024837744	0.2673165103163623	52	0.2673165103163623	1	1	0.3470889632061879	13.0	68.427	74.141	118.599	23.96900000000001	11.984500000000004	1.0	116.482	0.027
5721	57.21	0.1624130346135308	0.1740951548433215	0.1504139032729804	0.1378808285460714	0.1208402841491517	0.2593777938545654	87	346	24	51	2.133668542110305	1.7750431288500388	0.2831703191738401	0.2605553390091554	66	0.2605553390091554	1	1	0.4109376066124807	15.0	69.535	71.859	119.018	22.376000000000005	11.188000000000002	1.0	116.953	0.027
